Isolate ID , Isolate name ,Location, Collection date , Segment  , Segment number , Type , Lineage , Passage details/history , Submitter , Sample ID by sample provider , Sample ID by submitting lab , Last modified , Originating lab , Submitting lab , Identifier , DNA Accession no. , DNA INSDC
EPI_ISL_283098,A/Singapore/TT1156/2017,Singapore,6/23/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1156,INFTT-17-1156,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1156/2017.4,1087455,
EPI_ISL_283096,A/Singapore/EN0480/2017,Singapore,6/28/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFEN-17-0480,INFEN-17-0480,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/EN0480/2017.4,1087439,
EPI_ISL_283073,A/Singapore/TT1186/2017,Singapore,6/30/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1186,INFTT-17-1186,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1186/2017.4,1087268,
EPI_ISL_283075,A/Singapore/TT1167/2017,Singapore,6/30/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1167,INFTT-17-1167,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1167/2017.4,1087284,
EPI_ISL_283076,A/Singapore/TT1189/2017,Singapore,6/30/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1189,INFTT-17-1189,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1189/2017.4,1087292,
EPI_ISL_283087,A/Singapore/GP1520/2017,Singapore,6/30/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1520,INFGP-17-1520,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1520/2017.4,1087367,
EPI_ISL_283088,A/Singapore/GP1535/2017,Singapore,7/3/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1535,INFGP-17-1535,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1535/2017.4,1087375,
EPI_ISL_294419,A/Singapore/NHRC-RGN0208/2017,Singapore,7/3/17,HA,4,A/H3N2,,,Importfrompublic-domain,,,12/4/17,,Importfrompublic-domain,A/Singapore/NHRC_RGN0208/2017,1155358,MG279222
EPI_ISL_294420,A/Singapore/NHRC-RGN0210/2017,Singapore,7/4/17,HA,4,A/H3N2,,,Importfrompublic-domain,,,12/4/17,,Importfrompublic-domain,A/Singapore/NHRC_RGN0210/2017,1155366,MG279230
EPI_ISL_294421,A/Singapore/NHRC-RGN0212/2017,Singapore,7/4/17,HA,4,A/H3N2,,,Importfrompublic-domain,,,12/4/17,,Importfrompublic-domain,A/Singapore/NHRC_RGN0212/2017,1155374,MG279238
EPI_ISL_283048,A/Singapore/TT1223/2017,Singapore,7/6/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1223,INFTT-17-1223,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1223/2017.4,1087069,
EPI_ISL_283049,A/Singapore/TT1246/2017,Singapore,7/6/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1246,INFTT-17-1246,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1246/2017.4,1087077,
EPI_ISL_283074,A/Singapore/TT1229/2017,Singapore,7/6/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1229,INFTT-17-1229,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1229/2017.4,1087276,
EPI_ISL_283099,A/Singapore/TT1239/2017,Singapore,7/6/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1239,INFTT-17-1239,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1239/2017.4,1087463,
EPI_ISL_283092,A/Singapore/GP1582/2017,Singapore,7/7/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1582,INFGP-17-1582,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1582/2017.4,1087407,
EPI_ISL_283082,A/Singapore/SGH0838/2017,Singapore,7/10/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFSGH-17-0838,INFSGH-17-0838,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/SGH0838/2017.4,1087327,
EPI_ISL_283077,A/Singapore/TT1290/2017,Singapore,7/13/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1290,INFTT-17-1290,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1290/2017.4,1087300,
EPI_ISL_283097,A/Singapore/EN0537/2017,Singapore,7/13/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFEN-17-0537,INFEN-17-0537,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/EN0537/2017.4,1087447,
EPI_ISL_283078,A/Singapore/TT1318/2017,Singapore,7/20/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1318,INFTT-17-1318,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1318/2017.4,1087308,
EPI_ISL_283100,A/Singapore/TT1336/2017,Singapore,7/20/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1336,INFTT-17-1336,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1336/2017.4,1087471,
EPI_ISL_283093,A/Singapore/GP1724/2017,Singapore,7/21/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1724,INFGP-17-1724,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1724/2017.4,1087415,
EPI_ISL_283101,A/Singapore/KK1059/2017,Singapore,7/24/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1059,INFKK-17-1059,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1059/2017.4,1087479,
EPI_ISL_283094,A/Singapore/GP1738/2017,Singapore,7/25/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1738,INFGP-17-1738,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1738/2017.4,1087423,
EPI_ISL_283050,A/Singapore/TT1381/2017,Singapore,8/4/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1381,INFTT-17-1381,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1381/2017.4,1087085,
EPI_ISL_283051,A/Singapore/SGH0907/2017,Singapore,8/4/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFSGH-17-0907,INFSGH-17-0907,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/SGH0907/2017.4,1087093,
EPI_ISL_283054,A/Singapore/GP1813/2017,Singapore,8/4/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1813,INFGP-17-1813,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1813/2017.4,1087117,
EPI_ISL_283059,A/Singapore/TT1395/2017,Singapore,8/4/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1395,INFTT-17-1395,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1395/2017.4,1087157,
EPI_ISL_283057,A/Singapore/KK1096/2017,Singapore,8/10/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1096,INFKK-17-1096,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1096/2017.4,1087141,
EPI_ISL_283055,A/Singapore/GP1864/2017,Singapore,8/17/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1864,INFGP-17-1864,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1864/2017.4,1087125,
EPI_ISL_283060,A/Singapore/TT1428/2017,Singapore,8/17/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1428,INFTT-17-1428,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1428/2017.4,1087165,
EPI_ISL_283052,A/Singapore/SGH0949/2017,Singapore,8/18/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFSGH-17-0949,INFSGH-17-0949,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/SGH0949/2017.4,1087101,
EPI_ISL_283053,A/Singapore/GP1866/2017,Singapore,8/18/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1866,INFGP-17-1866,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1866/2017.4,1087109,
EPI_ISL_283058,A/Singapore/KK1110/2017,Singapore,8/18/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1110,INFKK-17-1110,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1110/2017.4,1087149,
EPI_ISL_283056,A/Singapore/GP1899/2017,Singapore,8/24/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1899,INFGP-17-1899,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1899/2017.4,1087133,
EPI_ISL_283061,A/Singapore/GP1912/2017,Singapore,8/28/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1912,INFGP-17-1912,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1912/2017.4,1087173,
EPI_ISL_283006,A/Singapore/KK1149/2017,Singapore,9/4/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1149,INFKK-17-1149,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1149/2017.4,1086761,
EPI_ISL_283002,A/Singapore/GP1944/2017,Singapore,9/6/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1944,INFGP-17-1944,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1944/2017.4,1086729,
EPI_ISL_283010,A/Singapore/TT1467/2017,Singapore,9/7/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1467,INFTT-17-1467,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1467/2017.4,1086793,
EPI_ISL_283003,A/Singapore/GP1985/2017,Singapore,9/12/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-1985,INFGP-17-1985,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP1985/2017.4,1086737,
EPI_ISL_283007,A/Singapore/KK1163/2017,Singapore,9/12/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1163,INFKK-17-1163,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1163/2017.4,1086769,
EPI_ISL_291290,A/Singapore/GP2646/2016,Singapore,9/18/17,HA,4,A/H3N2,,E6/E9,KomadinaNaomi,"lot390,VI-1619",1710024VW84694,1/15/18,CSLLtd,WHOCollaboratingCentreforReferenceandResearchonInfluenza,17S4192,1140365,
EPI_ISL_283008,A/Singapore/KK1174/2017,Singapore,9/20/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1174,INFKK-17-1174,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1174/2017.4,1086777,
EPI_ISL_283011,A/Singapore/TT1497/2017,Singapore,9/20/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1497,INFTT-17-1497,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1497/2017.4,1086801,
EPI_ISL_283004,A/Singapore/GP2015/2017,Singapore,9/25/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2015,INFGP-17-2015,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2015/2017.4,1086745,
EPI_ISL_283009,A/Singapore/KK1186/2017,Singapore,9/25/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1186,INFKK-17-1186,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1186/2017.4,1086785,
EPI_ISL_283001,A/Singapore/GP2037/2017,Singapore,9/27/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2037,INFGP-17-2037,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2037/2017.4,1086721,
EPI_ISL_283005,A/Singapore/GP2039/2017,Singapore,9/28/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2039,INFGP-17-2039,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2039/2017.4,1086753,
EPI_ISL_288099,A/Singapore/TT1517/2017,Singapore,9/28/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1517,INFTT-17-1517,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1517/2017.4,1121298,
EPI_ISL_288091,A/Singapore/GP2062/2017,Singapore,10/3/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2062,INFGP-17-2062,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2062/2017.4,1121234,
EPI_ISL_283012,A/Singapore/NTF0031/2017,Singapore,10/4/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFNTF-17-0031,INFNTF-17-0031,11/1/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/NTF0031/2017.4,1086808,
EPI_ISL_288089,A/Singapore/TT1526/2017,Singapore,10/5/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1526,INFTT-17-1526,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1526/2017.4,1121218,
EPI_ISL_288086,A/Singapore/KK1211/2017,Singapore,10/9/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1211,INFKK-17-1211,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1211/2017.4,1121195,
EPI_ISL_288092,A/Singapore/GP2107/2017,Singapore,10/11/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2107,INFGP-17-2107,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2107/2017.4,1121242,
EPI_ISL_288098,A/Singapore/TT1547/2017,Singapore,10/11/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1547,INFTT-17-1547,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1547/2017.4,1121290,
EPI_ISL_288087,A/Singapore/KK1225/2017,Singapore,10/16/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1225,INFKK-17-1225,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1225/2017.4,1121203,
EPI_ISL_288093,A/Singapore/GP2130/2017,Singapore,10/17/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2130,INFGP-17-2130,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2130/2017.4,1121250,
EPI_ISL_288101,A/Singapore/SGH1041/2017,Singapore,10/17/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFSGH-17-1041,INFSGH-17-1041,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/SGH1041/2017.4,1121314,
EPI_ISL_288090,A/Singapore/TT1572/2017,Singapore,10/19/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1572,INFTT-17-1572,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1572/2017.4,1121226,
EPI_ISL_288102,A/Singapore/GP2147/2017,Singapore,10/23/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2147,INFGP-17-2147,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2147/2017.4,1121322,
EPI_ISL_288094,A/Singapore/GP2149/2017,Singapore,10/24/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2149,INFGP-17-2149,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2149/2017.4,1121258,
EPI_ISL_299646,A/Singapore/GP2149/2017,Singapore,10/24/17,HA,4,A/H3N2,,"MDCK1,SIAT1",KomadinaNaomi,INFGP-17-2149,1801304VW86306,2/20/18,"MinistryofHealth,Singapore",WHOCollaboratingCentreforReferenceandResearchonInfluenza,18S0276.4,1179440,
EPI_ISL_288100,A/Singapore/TT1585/2017,Singapore,10/26/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1585,INFTT-17-1585,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1585/2017.4,1121306,
EPI_ISL_288097,A/Singapore/EN0850/2017,Singapore,10/30/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFEN-17-0850,INFEN-17-0850,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/EN0850/2017.4,1121282,
EPI_ISL_288088,A/Singapore/KK1259/2017,Singapore,11/1/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1259,INFKK-17-1259,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1259/2017.4,1121211,
EPI_ISL_288095,A/Singapore/GP2183/2017,Singapore,11/2/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2183,INFGP-17-2183,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2183/2017.4,1121266,
EPI_ISL_288096,A/Singapore/GP2210/2017,Singapore,11/8/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2210,INFGP-17-2210,12/13/17,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2210/2017.4,1121274,
EPI_ISL_292449,A/Singapore/EN0877/2017,Singapore,11/9/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFEN-17-0877,INFEN-17-0877,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/EN0877/2017.4,1145583,
EPI_ISL_292441,A/Singapore/KK1298/2017,Singapore,11/16/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1298,INFKK-17-1298,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1298/2017.4,1145519,
EPI_ISL_292450,A/Singapore/EN0896/2017,Singapore,11/16/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFEN-17-0896,INFEN-17-0896,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/EN0896/2017.4,1145591,
EPI_ISL_292445,A/Singapore/GP2271/2017,Singapore,11/21/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2271,INFGP-17-2271,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2271/2017.4,1145551,
EPI_ISL_292446,A/Singapore/GP2321/2017,Singapore,11/28/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2321,INFGP-17-2321,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2321/2017.4,1145559,
EPI_ISL_292439,A/Singapore/TT1683/2017,Singapore,11/30/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1683,INFTT-17-1683,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1683/2017.4,1145503,
EPI_ISL_292453,A/Singapore/CGH0007/2017,Singapore,11/30/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFCGH-17-0007,INFCGH-17-0007,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/CGH0007/2017.4,1145612,
EPI_ISL_292455,A/Singapore/TT1692/2017,Singapore,11/30/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1692,INFTT-17-1692,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1692/2017.4,1145628,
EPI_ISL_292451,A/Singapore/MOH0218/2017,Singapore,12/1/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFMOH-17-0218,INFMOH-17-0218,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/MOH0218/2017.4,1145599,
EPI_ISL_292452,A/Singapore/MOH0219/2017,Singapore,12/1/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFMOH-17-0219,INFMOH-17-0219,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/MOH0219/2017.4,1145607,
EPI_ISL_292442,A/Singapore/KK1353/2017,Singapore,12/7/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1353,INFKK-17-1353,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1353/2017.4,1145527,
EPI_ISL_292443,A/Singapore/KK1366/2017,Singapore,12/12/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1366,INFKK-17-1366,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1366/2017.4,1145535,
EPI_ISL_292440,A/Singapore/TT1740/2017,Singapore,12/14/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFTT-17-1740,INFTT-17-1740,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1740/2017.4,1145511,
EPI_ISL_292447,A/Singapore/GP2401/2017,Singapore,12/14/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2401,INFGP-17-2401,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2401/2017.4,1145567,
EPI_ISL_292444,A/Singapore/KK1384/2017,Singapore,12/18/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1384,INFKK-17-1384,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1384/2017.4,1145543,
EPI_ISL_292456,A/Singapore/KK1381/2017,Singapore,12/18/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFKK-17-1381,INFKK-17-1381,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/KK1381/2017.4,1145636,
EPI_ISL_292454,A/Singapore/GP2430/2017,Singapore,12/19/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2430,INFGP-17-2430,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2430/2017.4,1145620,
EPI_ISL_292448,A/Singapore/GP2439/2017,Singapore,12/20/17,HA,4,A/H3N2,,clinicalspecimen,PhuahShiauPheng,INFGP-17-2439,INFGP-17-2439,1/23/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/GP2439/2017.4,1145575,
EPI_ISL_322064,A/Singapore/TT1761/2017,Singapore,12/21/17,HA,4,A/H3N2,,clinicalspecimen,ChenBeibei,INFTT-17-1761,INFTT-17-1761,9/6/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1761/2017.4,1278510,
EPI_ISL_322065,A/Singapore/NTF0039/2017,Singapore,12/27/17,HA,4,A/H3N2,,clinicalspecimen,ChenBeibei,INFNTF-17-0039,INFNTF-17-0039,9/6/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/NTF0039/2017.4,1278518,
EPI_ISL_322111,A/Singapore/TT1765/2017,Singapore,12/29/17,HA,4,A/H3N2,,clinicalspecimen,ChenBeibei,INFTT-17-1765,INFTT-17-1765,9/6/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1765/2017.4,1278886,
EPI_ISL_322112,A/Singapore/TT1775/2017,Singapore,12/29/17,HA,4,A/H3N2,,clinicalspecimen,ChenBeibei,INFTT-17-1775,INFTT-17-1775,9/6/18,"MinistryofHealth,Singapore","MinistryofHealth,Singapore",A/Singapore/TT1775/2017.4,1278893,
EPI_ISL_249171,A/SriLanka/1/2017,SriLanka,1/1/17,HA,4,A/H3N2,,SIAT2,KomadinaNaomi,17-0019,1701128VW81297,2/21/17,MedicalResearchInstitute,WHOCollaboratingCentreforReferenceandResearchonInfluenza,17S0610,919192,
EPI_ISL_249172,A/SriLanka/3/2017,SriLanka,1/4/17,HA,4,A/H3N2,,SIAT2,KomadinaNaomi,17-380,1701131VW81298,2/21/17,MedicalResearchInstitute,WHOCollaboratingCentreforReferenceandResearchonInfluenza,17S0611,919195,
EPI_ISL_269295,A/SriLanka/4/2017,SriLanka,1/4/17,HA,4,A/H3N2,,SIAT2,KomadinaNaomi,17-444,1701132VW81299,7/10/17,MedicalResearchInstitute,WHOCollaboratingCentreforReferenceandResearchonInfluenza,17S1069.4,1021998,
EPI_ISL_249170,A/SriLanka/5/2017,SriLanka,1/8/17,HA,4,A/H3N2,,SIAT2,KomadinaNaomi,17-764,1701133VW81284,8/22/17,MedicalResearchInstitute,WHOCollaboratingCentreforReferenceandResearchonInfluenza,17S0609,919189,
EPI_ISL_312605,A/SriLanka/96/2017,SriLanka,3/12/17,HA,4,A/H3N2,,"X,SIAT2",KomadinaNaomi,41960,1801389VW86369,5/30/18,MedicalResearchInstitute,WHOCollaboratingCentreforReferenceandResearchonInfluenza,18S0454.4,1244331,
EPI_ISL_282382,A/SriLanka/56/2017,SriLanka,7/6/17,HA,4,A/H3N2,,SIAT1,KomadinaNaomi,24639,1709048VW84367,10/17/17,MedicalResearchInstitute,WHOCollaboratingCentreforReferenceandResearchonInfluenza,17S3777,1082875,
EPI_ISL_282383,A/SriLanka/72/2017,SriLanka,7/20/17,HA,4,A/H3N2,,SIAT1,KomadinaNaomi,26243,1709067VW84370,10/17/17,MedicalResearchInstitute,WHOCollaboratingCentreforReferenceandResearchonInfluenza,17S3778,1082878,
